datetime,NO2_BRINGELLY,NO2_CAMDEN,NO2_CAMPBELLTOWN_WEST,NO2_LIVERPOOL,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN WEST,OZONE_LIVERPOOL,OZONE_CAMPBELLTOWN,OZONE_ABERDEEN,OZONE_BULGA,OZONE_CAMBERWELL,OZONE_JERRYS PLAINS,OZONE_MAISON DIEU,OZONE_MERRIWA,OZONE_MOUNT THORLEY,OZONE_MUSWELLBROOK,OZONE_MUSWELLBROOK NW,OZONE_SINGLETON,OZONE_SINGLETON NW,OZONE_SINGLETON SOUTH,OZONE_WARKWORTH,OZONE_WYBONG,OZONE_BERESFIELD,OZONE_CARRINGTON,OZONE_MAYFIELD,OZONE_NEWCASTLE,OZONE_STOCKTON,OZONE_WALLSEND,OZONE_MORISSET,OZONE_WYONG,OZONE_ALBION PARK,OZONE_ALBION PARK RAIL,OZONE_ALBION PARK SOUTH,OZONE_KEMBLA GRANGE,OZONE_WARRAWONG,OZONE_WOLLONGONG,OZONE_BRADFIELD HIGHWAY,OZONE_ALBURY,OZONE_ARMIDALE,OZONE_BATHURST,OZONE_COFFS HARBOUR,OZONE_GOULBURN,OZONE_GUNNEDAH,OZONE_NARRABRI,OZONE_ORANGE,OZONE_PORT MACQUARIE,OZONE_TAMWORTH,OZONE_WAGGA WAGGA,OZONE_WAGGA WAGGA NORTH,OZONE_BARGO,OZONE_BLACKTOWN ,OZONE_CHULLORA,OZONE_COOK AND PHILLIP,OZONE_EARLWOOD,OZONE_LIDCOMBE,OZONE_LIDCOMBE (FORMER),OZONE_LINDFIELD,OZONE_LIVERPOOL,OZONE_MACARTHUR,OZONE_MACQUARIE PARK,OZONE_OAKDALE,OZONE_PARRAMATTA NORTH ,OZONE_PENRITH,OZONE_PROSPECT,OZONE_RANDWICK,OZONE_RICHMOND,OZONE_ROUSE HILL,OZONE_ROZELLE,OZONE_ST MARYS,OZONE_SYDNEY,OZONE_VINEYARD,OZONE_WOOLOOWARE,OZONE_ARMIDALE,OZONE_BOURKE,OZONE_BROKEN HILL,OZONE_BURONGA,OZONE_COBAR,OZONE_CONDOBOLIN,OZONE_COOMA,OZONE_COOMBAH,OZONE_COWRA,OZONE_DENILIQUIN,OZONE_DUBBO,OZONE_EUSTON,OZONE_GRAFTON,OZONE_GRIFFITH,OZONE_GUNNEDAH,OZONE_GUNNEDAH SOUTH EAST,OZONE_HAY,OZONE_HILLSTON,OZONE_IVANHOE,OZONE_JUNEE,OZONE_KYALITE,OZONE_LAKE VICTORIA,OZONE_LAMEROO,OZONE_LISMORE,OZONE_LODDON PLAINS,OZONE_MERIMBULA,OZONE_MOOLAWATANA,OZONE_MOREE,OZONE_NARRANDERA,OZONE_PARKES,OZONE_POONCARIE,OZONE_RAND,OZONE_TEMORA,OZONE_TIBOOBURRA,OZONE_WAGGA WAGGA NORTH,OZONE_WALGETT,OZONE_WALPEUP,OZONE_WERRIMULL,OZONE_WEST WYALONG,OZONE_WHITE CLIFFS,OZONE_WYCHEPROOF,OZONE_CAMMERAY,OZONE_CATARACT RFS,OZONE_KATOOMBA,OZONE_KURRAJONG HEIGHTS,OZONE_LIVERPOOL SWAQS,OZONE_PORT KEMBLA,OZONE_PORT KEMBLA STEELWORKS,OZONE_WENTWORTH FALLS,OZONE_KURRI KURRI,OZONE_BOWRAL,OZONE_BATEMANS BAY,OZONE_COFFS HARBOUR,OZONE_COFFS HARBOUR,OZONE_COOMA,OZONE_GRAFTON,OZONE_LISMORE,OZONE_MERIMBULA,OZONE_PORT MACQUARIE,OZONE_TAREE,OZONE_ULLADULLA,PM25_CAMDEN,PM25_LIVERPOOL,PM25_BRINGELLY,WDR_BRINGELLY,WDR_CAMDEN,WDR_CAMPBELLTOWN_WEST,WDR_LIVERPOOL,WSP_BRINGELLY,WSP_CAMDEN,WSP_CAMPBELLTOWN_WEST,WSP_LIVERPOOL,hour,season_number,forecast_hours,PM25_ABERDEEN,PM25_BULGA,PM25_CAMBERWELL,PM25_JERRYS PLAINS,PM25_MAISON DIEU,PM25_MERRIWA,PM25_MOUNT THORLEY,PM25_MUSWELLBROOK,PM25_MUSWELLBROOK NW,PM25_SINGLETON,PM25_SINGLETON NW,PM25_SINGLETON SOUTH,PM25_WARKWORTH,PM25_WYBONG,PM25_BERESFIELD,PM25_CARRINGTON,PM25_MAYFIELD,PM25_NEWCASTLE,PM25_STOCKTON,PM25_WALLSEND,PM25_MORISSET,PM25_WYONG,PM25_ALBION PARK,PM25_ALBION PARK RAIL,PM25_ALBION PARK SOUTH,PM25_KEMBLA GRANGE,PM25_WARRAWONG,PM25_WOLLONGONG,PM25_BRADFIELD HIGHWAY,PM25_ALBURY,PM25_ARMIDALE,PM25_BATHURST,PM25_COFFS HARBOUR,PM25_GOULBURN,PM25_GUNNEDAH,PM25_NARRABRI,PM25_ORANGE,PM25_PORT MACQUARIE,PM25_TAMWORTH,PM25_WAGGA WAGGA,PM25_WAGGA WAGGA NORTH,PM25_BARGO,PM25_BLACKTOWN ,PM25_BRINGELLY,PM25_CAMDEN,PM25_CAMPBELLTOWN,PM25_CAMPBELLTOWN WEST,PM25_CHULLORA,PM25_COOK AND PHILLIP,PM25_EARLWOOD,PM25_LIDCOMBE,PM25_LIDCOMBE (FORMER),PM25_LINDFIELD,PM25_LIVERPOOL,PM25_MACARTHUR,PM25_MACQUARIE PARK,PM25_OAKDALE,PM25_PARRAMATTA NORTH ,PM25_PENRITH,PM25_PROSPECT,PM25_RANDWICK,PM25_RICHMOND,PM25_ROUSE HILL,PM25_ROZELLE,PM25_ST MARYS,PM25_SYDNEY,PM25_VINEYARD,PM25_WOOLOOWARE,PM25_ARMIDALE,PM25_BOURKE,PM25_BROKEN HILL,PM25_BURONGA,PM25_COBAR,PM25_CONDOBOLIN,PM25_COOMA,PM25_COOMBAH,PM25_COWRA,PM25_DENILIQUIN,PM25_DUBBO,PM25_EUSTON,PM25_GRAFTON,PM25_GRIFFITH,PM25_GUNNEDAH,PM25_GUNNEDAH SOUTH EAST,PM25_HAY,PM25_HILLSTON,PM25_IVANHOE,PM25_JUNEE,PM25_KYALITE,PM25_LAKE VICTORIA,PM25_LAMEROO,PM25_LISMORE,PM25_LODDON PLAINS,PM25_MERIMBULA,PM25_MOOLAWATANA,PM25_MOREE,PM25_NARRANDERA,PM25_PARKES,PM25_POONCARIE,PM25_RAND,PM25_TEMORA,PM25_TIBOOBURRA,PM25_WAGGA WAGGA NORTH,PM25_WALGETT,PM25_WALPEUP,PM25_WERRIMULL,PM25_WEST WYALONG,PM25_WHITE CLIFFS,PM25_WYCHEPROOF,PM25_CAMMERAY,PM25_CATARACT RFS,PM25_KATOOMBA,PM25_KURRAJONG HEIGHTS,PM25_LIVERPOOL SWAQS,PM25_PORT KEMBLA,PM25_PORT KEMBLA STEELWORKS,PM25_WENTWORTH FALLS,PM25_KURRI KURRI,PM25_BOWRAL,PM25_BATEMANS BAY,PM25_COFFS HARBOUR,PM25_COFFS HARBOUR,PM25_COOMA,PM25_GRAFTON,PM25_LISMORE,PM25_MERIMBULA,PM25_PORT MACQUARIE,PM25_TAREE,PM25_ULLADULLA
2019-01-02 15:00:00+10:00,,,,,2.1681,36.3623,18.0878,11.6847,17.8992,3.5218,4.1117,0.9253,4.209,4.6165,2.1349,1.0675,4.4239,3.4778,1.6689,0.6063,4.6952,4.997,2.6996,3.7425,1.3636,1.2543,3.1524,1.0648,1.9883,1.0233,5.4838,5.1114,4.5861,1.6002,2.7049,4.639,3.9844,2.9297,2.3491,0.4322,0.9172,0.9281,0.5253,5.6803,3.1172,0.5365,2.9987,0.3445,2.467,4.7115,3.7778,5.8705,2.0047,1.0699,1.7462,0.7029,3.9421,5.2116,1.1222,2.4795,3.6151,4.4971,1.4656,3.2259,0.1697,0.3113,0.9778,3.1334,0.1191,2.5404,1.1978,4.7689,0.4024,5.6272,1.7034,1.3505,4.7119,1.6668,2.9079,5.5256,2.6441,2.3269,4.6253,4.288,4.4985,4.3904,0.6366,0.5624,4.5547,0.6259,1.3243,2.5091,3.6083,1.4897,2.4894,1.8951,2.8407,3.1145,1.0063,0.9746,2.2467,3.4323,5.2114,5.174,5.1341,4.9576,4.2352,3.27,5.8682,3.6645,0.4745,1.63,4.6901,0.4085,3.0164,1.6331,0.2034,3.851,3,4.6433,3.9011,1.607,5.4723,3.2344,3.818,0.9704,0.656,5.8116,0.9484,1.6477,1.7301,3.1088,2.9391,2.4613,4.1852,1.4837,5.0206,,,,,,,,,,,29,3,18,16,10,8,11,13,16,9,21,12,7,15,9,14,4,20,21,20,16,17,2,2,4,3,7,5,9,19,2,13,20,17,11,23,2,14,7,9,6,9,17,14,22,19,20,19,17,22,14,2,7,2,5,19,20,5,19,12,17,9,20,8,16,5,19,16,5,14,17,20,15,20,12,21,14,23,17,1,4,5,7,18,9,13,15,19,12,18,7,7,9,12,1,5,4,13,16,4,19,11,11,19,16,22,12,12,21,20,17,10,22,21,15,17,21,19,15,8,4,7,20,7,5,12,12,21,10,2
2019-01-02 16:00:00+10:00,,,,,33.0899,21.5155,49.4714,31.7079,39.9642,4.6143,1.3435,5.174,0.3794,3.2602,5.9421,3.0003,0.9064,4.8321,1.7765,2.0357,4.9951,4.3867,3.5323,5.5264,3.0207,3.8655,0.9143,5.639,4.6785,0.6756,1.0966,0.1815,2.7974,0.4515,5.7017,3.4613,3.105,1.8612,2.0977,2.3925,6.0888,4.5157,5.2898,2.9339,4.532,5.9238,1.4793,1.2924,0.1522,1.6996,1.9287,0.1632,3.3834,1.0054,1.8451,5.4274,5.9261,5.96,3.362,1.1544,2.0693,1.8373,2.3386,3.3989,3.0337,5.8761,0.1771,1.9446,3.7998,4.461,2.3947,2.4587,0.8701,1.7648,0.6739,0.8358,4.1953,0.9592,0.3439,4.0509,3.8058,4.0528,1.0403,1.0592,5.8881,1.1379,6.0225,3.9422,0.9204,1.861,4.8454,2.4146,0.265,2.6055,2.5433,3.007,4.2774,3.5922,0.9883,2.3164,4.7617,2.2212,3.8783,0.3875,6.0803,1.7427,4.0583,5.7004,3.5879,4.5805,3.2649,4.2881,2.3852,5.8279,2.3199,0.891,0.4562,3.0399,1.627,0.7507,1.2121,3.8515,1.6322,3.0034,4.5811,2.498,6.0461,4.7342,1.0483,2.032,1.6801,0.4545,5.4356,4.4811,5.7923,4.9304,0.5574,,,,,,,,,,,30,18,9,2,15,15,21,15,9,16,8,13,10,22,14,7,19,22,3,3,21,23,10,6,1,4,23,19,5,21,20,21,8,6,7,16,11,23,6,22,6,16,6,11,13,4,10,14,9,8,17,21,2,19,8,23,7,5,15,9,6,17,4,19,14,18,12,21,15,17,17,11,20,3,16,3,14,6,22,21,14,13,4,12,20,5,22,4,12,23,2,11,20,5,18,21,2,14,10,20,5,8,6,1,5,12,10,1,23,22,7,20,2,12,18,4,2,13,12,2,22,15,2,3,8,2,19,7,21,6
2019-01-02 17:00:00+10:00,,,,,10.0065,33.3248,25.757,14.5799,18.5555,5.6201,2.8258,4.1169,5.4405,2.4031,5.3532,1.2118,4.196,6.0426,0.8885,5.1183,1.2585,5.7983,2.313,5.3666,4.6444,1.8349,4.8345,0.5472,2.3168,1.4498,2.1071,2.0477,0.3214,2.573,2.7055,2.4659,2.834,3.3668,5.8941,5.025,5.7023,4.6965,1.1261,3.036,5.3589,5.0812,5.4066,3.5567,4.3161,3.1924,5.6592,2.5066,1.4564,1.6528,2.7963,5.3811,0.499,5.3853,4.7636,5.6499,1.0496,4.616,3.0702,2.2092,4.7009,2.0029,4.0063,4.6572,1.279,0.8651,1.0113,2.1754,2.9256,5.6638,3.4886,3.5214,3.0761,4.5647,3.812,5.3604,0.3107,5.8123,1.5405,4.4547,5.2647,5.0836,3.1008,0.1802,0.9027,5.3839,2.8493,3.0606,2.526,3.0272,1.2663,2.9237,1.5958,4.5083,0.8571,2.8726,1.0743,4.2335,1.4928,2.7326,5.0746,1.0151,4.8633,0.553,2.2631,5.3403,3.7804,0.4074,4.3153,3.4947,2.4439,3.8421,0.7671,0.3304,5.3798,4.4524,5.0044,0.5423,3.9694,1.2395,0.247,4.0566,3.1166,3.7211,0.6263,0.5747,3.0351,3.0315,1.5812,5.4541,5.4912,4.8763,1.7249,,,,,,,,,,,31,20,10,18,6,3,13,10,6,17,2,22,19,15,22,6,8,22,2,3,2,8,18,19,5,4,16,14,21,22,14,8,11,16,20,2,7,18,11,19,5,5,11,8,17,14,5,3,7,8,21,19,9,15,5,14,10,16,22,9,12,13,23,9,2,14,11,7,22,16,6,12,2,13,18,23,3,8,5,10,19,17,7,2,17,5,18,11,21,18,12,5,22,2,18,21,19,11,3,7,8,2,13,3,8,8,2,5,3,2,5,13,17,3,5,21,9,1,8,10,10,3,7,15,11,17,10,11,8,2
2019-01-02 18:00:00+10:00,,,,,11.0469,1.0319,18.1327,36.2853,10.6698,2.5128,5.0512,4.7588,3.9158,2.3271,1.7641,3.8973,3.678,5.019,5.063,3.8593,1.3579,2.1323,3.6698,0.5758,0.5578,3.0403,2.3256,5.019,4.2335,4.78,1.8499,1.8552,0.7079,5.7178,1.736,2.6785,5.8929,3.2414,2.7752,5.596,3.9029,2.7833,2.3849,4.1887,4.6042,3.8233,1.2697,1.3559,1.2269,1.7285,1.8374,4.2865,1.0571,5.2617,2.0685,1.1299,0.7917,1.5069,5.867,2.9068,1.9951,1.5027,3.232,1.3753,1.0282,1.6958,0.9768,3.1245,2.935,5.0032,5.8463,4.8622,3.4657,4.0055,0.3723,5.292,2.6953,5.9738,3.3047,4.2999,2.1829,1.3102,2.7843,1.4669,2.9833,5.5602,3.5773,3.497,0.285,0.766,2.4723,3.3434,3.5177,4.6744,5.4666,4.7771,5.8281,1.0227,4.4855,1.3723,5.1824,0.9784,0.504,2.3411,1.2576,0.7367,2.0719,4.0401,5.2859,3.7932,3.7756,3.7349,0.4,3.5379,2.9925,3.3731,2.8635,4.5497,4.1625,2.6161,0.4868,3.545,4.4076,5.6425,4.9892,2.3549,3.5804,5.3665,4.024,3.2744,1.019,2.9123,3.4972,5.9822,4.0021,5.5882,1.7304,,,,,,,,,,,32,8,21,4,9,14,21,8,1,8,7,20,4,3,1,21,20,6,18,13,7,13,1,18,4,14,20,19,6,8,1,18,11,17,17,12,21,4,12,6,2,15,11,10,14,12,19,9,12,15,9,13,22,4,14,15,8,8,7,21,16,19,18,17,2,14,19,17,9,15,19,20,23,13,10,12,5,16,13,5,17,11,6,4,2,13,20,12,11,11,10,7,13,12,16,17,3,5,10,13,7,1,8,12,15,22,19,5,17,12,12,10,9,4,18,8,6,3,18,23,9,17,3,16,13,21,10,12,10,17
2019-01-02 19:00:00+10:00,,,,,41.648,32.0591,1.241,40.6583,30.2955,5.5531,1.933,4.3016,0.3192,4.912,0.4421,3.8456,1.7892,2.5376,5.91,1.1919,3.5937,1.2076,5.9661,4.2334,1.8923,0.9235,4.4782,0.6938,3.986,1.1566,4.588,3.9543,3.4088,5.7303,5.7017,2.2851,3.7994,4.0083,1.0243,4.4819,0.2155,2.2878,0.9509,2.1564,4.93,3.6823,4.4495,2.9168,5.6162,4.9998,4.5234,5.2474,2.3672,0.9589,5.8358,0.5279,4.1395,4.7918,0.7524,2.9864,5.9835,0.7716,5.1331,0.1292,1.711,6.039,1.8985,3.3759,2.3325,2.9434,1.2362,0.2936,2.3425,2.3971,5.5347,0.6939,0.5361,0.1198,4.8241,3.5078,5.8128,4.6309,2.8701,0.528,3.4791,1.6413,5.3604,2.5085,5.5909,2.6453,5.296,4.8429,0.9123,4.7179,3.9006,4.6262,4.6713,0.4265,2.0898,2.1893,0.4065,3.2366,0.244,5.5524,1.4859,0.4555,4.4753,4.8049,6.0598,4.9809,4.7967,1.0426,5.886,4.3373,2.5827,2.2432,5.0315,4.6668,1.8297,1.0298,5.1117,2.1609,4.6671,0.721,4.1941,5.3534,3.9196,2.277,4.9724,0.3599,3.4495,5.8622,1.4346,1.1229,0.1386,2.7406,2.6162,,,,,,,,,,,33,4,9,13,23,20,15,15,19,10,17,18,16,5,6,10,3,20,9,18,18,18,15,16,13,19,21,21,1,3,4,8,19,14,8,17,14,22,3,20,18,20,17,12,6,15,10,11,17,13,15,10,16,7,17,22,14,4,19,2,10,1,15,3,7,21,8,18,3,2,16,4,12,19,12,9,18,10,22,11,23,14,22,16,3,9,21,20,13,15,13,17,20,7,15,19,22,8,5,15,22,5,20,14,1,14,1,18,8,8,10,5,5,21,19,22,8,21,7,6,19,11,2,20,18,21,2,18,13,23
2019-01-02 20:00:00+10:00,,,,,39.5809,2.7895,37.6177,22.5438,12.8495,3.2118,3.7884,2.7554,4.106,2.0944,3.1838,1.5818,5.9905,1.4431,4.3041,4.0481,4.175,0.446,2.6425,2.3228,2.8114,3.1516,0.6877,2.5161,2.8482,2.594,5.2921,2.7803,4.59,2.5681,1.9186,5.22,2.7135,1.8626,5.5442,1.6401,1.1697,0.7717,3.9006,3.6664,1.8756,2.8719,5.3441,1.8663,0.8137,5.0427,1.5728,4.5095,3.1571,3.7706,5.3628,2.8547,3.9632,2.4899,3.2933,3.5815,0.214,1.2589,4.1891,3.247,2.8407,5.7571,3.9108,0.975,2.034,2.6343,5.0798,2.957,3.193,5.9007,4.1289,0.3671,5.6268,3.8903,3.7225,6.0662,1.6894,4.6103,5.368,1.2217,3.3542,0.8433,2.9406,4.9049,1.4937,0.5328,2.545,2.2143,5.8509,3.5303,0.4676,2.7969,3.367,4.0716,2.9648,5.0447,5.0021,4.0443,1.5887,2.7695,0.3935,1.8273,5.9172,1.9836,2.4304,0.9444,2.9035,4.7941,2.9565,0.8012,2.885,0.4476,4.1488,5.864,1.5821,4.1978,1.8062,5.6687,3.7408,2.1245,5.0127,3.1797,2.1584,0.3437,5.0286,5.0917,0.8042,4.2492,1.9882,0.515,4.2694,5.597,5.6024,,,,,,,,,,,34,5,14,16,11,23,23,21,16,11,20,17,9,9,22,7,12,19,19,6,7,21,14,18,3,12,21,23,9,8,6,9,11,15,16,2,6,6,19,19,15,2,11,6,13,13,19,20,7,14,12,11,12,6,8,2,18,18,7,6,18,21,10,18,15,2,14,3,2,12,14,3,21,23,5,21,9,7,16,7,9,6,7,21,19,14,5,5,8,5,2,6,22,18,1,2,3,13,8,14,22,19,7,12,7,1,11,13,4,3,9,16,23,11,17,2,7,12,15,21,16,15,21,10,17,9,4,2,21,11
2019-01-02 21:00:00+10:00,,,,,36.8466,24.2781,18.5398,2.1494,22.4116,2.4111,1.7708,2.7305,2.9013,5.7719,2.7328,1.8221,4.6326,4.9322,1.0503,0.6351,5.6441,2.7221,4.8033,3.3131,0.9228,0.3265,5.3847,4.0131,2.6414,4.5177,5.5387,1.8492,2.7897,2.6789,5.2793,0.9943,1.7378,5.4884,1.9605,3.1565,4.0671,2.5596,2.0319,3.4144,1.3608,5.2859,0.9791,6.0817,5.1019,2.5538,5.7464,1.3192,5.6395,5.4903,4.1922,5.8645,5.7822,5.5353,5.9318,1.2374,2.4627,5.5724,4.7932,2.7134,2.8706,4.4805,5.314,0.5963,1.6562,4.2027,5.6494,2.656,2.0917,5.6013,4.4424,2.8567,6.075,5.3306,1.807,2.3056,1.0444,1.3631,3.599,3.4647,5.035,1.1718,3.4983,4.8531,3.7755,5.1995,4.3438,5.3366,5.5561,3.3938,0.3841,0.5079,6.0516,1.8115,4.1996,1.4268,3.4687,1.86,2.6393,3.4648,0.7856,3.172,2.9512,3.6325,5.8324,5.2601,2.5682,2.4875,1.6147,5.4,3.8244,0.4512,0.3139,0.5344,5.9299,0.1033,2.8216,3.426,2.3871,4.4982,1.4796,0.5264,3.5767,1.2152,1.9499,5.2088,0.5727,3.4481,1.3698,2.6035,1.705,5.9726,1.8901,,,,,,,,,,,35,13,1,1,3,13,5,17,7,10,1,5,21,14,16,4,16,14,15,1,14,9,11,21,15,3,18,6,16,5,14,9,7,15,7,20,2,20,8,14,4,16,20,15,12,16,6,4,3,21,20,17,5,20,21,15,10,10,2,16,11,10,4,6,21,13,20,6,5,18,18,18,8,12,23,6,8,12,3,18,8,13,16,21,8,23,2,12,6,18,15,11,8,20,10,19,17,7,17,22,15,2,11,7,4,12,19,20,9,15,11,14,9,21,12,19,4,5,14,17,19,20,7,12,11,7,21,16,8,1
2019-01-02 22:00:00+10:00,,,,,49.8337,21.169,26.0877,7.5423,39.7661,4.1965,2.0381,1.0056,0.1766,0.7868,4.1142,3.9119,4.8068,2.2704,1.2919,1.4226,2.262,3.7254,1.369,5.1945,4.4959,1.8441,4.2974,2.2917,0.2799,4.881,2.8784,3.0975,4.5753,0.1176,3.518,1.4035,3.326,4.2012,2.4574,3.8325,0.4668,5.3864,3.0089,2.326,0.5516,2.9216,3.0869,4.8678,3.6153,4.7947,2.763,0.7903,2.3384,5.7285,4.3411,2.8208,5.526,2.5491,1.1172,0.5804,2.5037,4.0533,5.7133,0.1533,4.3815,1.7811,5.0381,4.0288,1.4115,5.6551,2.2254,2.6097,1.5723,5.7179,2.2475,1.614,2.5351,5.5374,3.4911,1.8989,0.3768,3.335,2.2293,3.2373,3.3071,4.403,0.83,5.9887,3.61,1.92,4.8772,0.7981,0.8124,3.2026,4.055,5.2435,3.4994,0.6475,0.361,3.5256,3.5974,2.6326,1.5353,0.1138,1.5408,5.7465,3.9776,6.0105,2.8558,3.9988,5.0107,1.0009,5.243,4.2549,2.5148,5.2651,0.3696,1.5821,2.0605,2.7047,1.2829,0.608,0.3192,0.3799,1.624,5.7698,5.7024,1.1815,5.9577,3.9316,2.2598,3.7464,3.7573,3.9348,0.2026,5.548,3.8095,,,,,,,,,,,36,10,2,13,19,13,21,10,16,1,20,5,16,5,12,22,5,12,12,6,13,21,17,4,1,3,15,3,7,14,1,4,20,14,11,23,3,18,4,16,21,7,21,16,9,22,10,13,22,12,2,15,10,5,15,3,8,5,4,8,9,10,21,12,17,22,22,13,11,7,22,5,9,6,13,11,5,7,9,22,5,13,16,17,2,20,12,19,11,4,7,21,5,6,2,2,2,9,2,21,9,5,15,21,3,11,18,10,9,10,18,1,3,23,3,22,16,3,14,22,11,22,22,3,20,13,18,7,14,18
2019-01-02 23:00:00+10:00,,,,,47.9796,35.2386,1.2287,29.9612,46.2391,1.8577,4.7956,5.8937,3.8876,3.563,6.0026,3.8889,5.8202,5.0316,0.6103,0.6853,4.5443,1.2197,0.6088,2.0345,4.5124,0.2659,3.2713,0.4926,3.1964,5.7759,1.4231,6.0884,4.1461,5.5654,4.4363,2.6729,0.162,3.8392,1.8551,2.1372,2.9794,1.4425,2.773,1.1671,0.541,2.0638,1.8224,4.6227,3.75,1.8436,4.312,2.4967,5.5623,2.4249,3.2176,4.6007,4.7616,3.7984,0.4267,2.1258,4.6424,3.8043,3.5472,3.9194,4.0802,3.393,1.392,4.2668,5.912,5.3504,3.7463,1.2533,1.0784,4.0777,2.2148,2.1735,5.5848,6.0639,4.5154,4.9342,2.5776,3.9779,3.3209,6.0152,3.7381,2.3103,4.4674,3.6687,2.0946,0.2493,4.261,1.7079,0.8443,4.3562,0.7397,0.1931,0.6689,4.9032,2.3316,2.1842,1.0013,5.3672,3.0679,4.2215,4.7918,1.028,3.7917,0.1682,2.2616,3.39,1.2522,4.8044,0.5437,4.5047,4.0598,2.5572,3.0536,3.112,5.9788,3.3343,2.2784,2.0604,1.5572,4.2127,2.3166,3.2116,3.995,5.9146,2.387,0.5036,5.7236,5.9445,4.1443,2.5569,3.8611,3.1963,3.7512,,,,,,,,,,,37,15,2,17,18,19,9,7,23,5,8,3,12,13,14,19,22,11,21,16,12,18,5,10,6,15,18,9,20,9,12,5,5,19,12,11,4,8,1,5,14,11,3,2,17,18,14,19,16,4,4,9,20,12,10,4,22,16,20,12,15,22,4,5,7,12,14,10,13,14,14,21,1,17,3,14,1,18,14,20,10,4,19,14,18,19,23,21,8,2,3,13,22,17,22,14,12,5,11,6,20,20,7,15,12,15,4,14,11,19,8,10,1,15,15,14,23,1,15,20,4,1,11,5,18,9,4,21,6,5
2019-01-03 00:00:00+10:00,,,,,40.899,36.6597,8.3169,5.7602,35.7379,0.6679,2.2692,4.6581,1.1528,4.9521,4.8978,5.1456,2.4874,1.5751,5.1747,4.5847,4.5505,4.3122,1.7084,5.2531,4.3433,2.3226,2.9978,0.18,2.6208,5.7676,3.4968,2.2788,3.8708,3.6847,3.3495,0.2557,4.7097,4.1309,0.3663,1.1007,2.2067,1.9755,5.2321,4.42,1.0337,1.4083,0.7256,5.2476,3.8799,5.2768,1.3558,6.0718,2.4294,2.2043,4.1761,3.9727,1.1619,5.8822,3.6918,4.8582,3.6513,2.1802,4.0079,5.4004,0.3987,5.3063,0.2957,5.9404,4.4666,0.2889,1.1441,4.6291,3.7336,3.0757,2.9255,5.0299,5.2649,3.2333,2.6866,4.0255,0.9903,4.6552,4.9903,4.8616,1.816,3.8872,2.2902,4.4934,3.1722,0.9417,3.6594,2.7969,4.8245,4.6022,2.5322,5.9345,0.391,5.1703,3.7286,6.0446,5.4134,4.0398,3.2083,5.3565,2.2175,4.4416,1.8636,1.6882,1.8216,5.5861,4.6809,0.215,5.6892,2.4986,2.4286,5.6744,2.5872,5.0329,0.2112,1.4303,4.3527,6.0896,5.7065,0.2842,1.6632,3.8946,1.4592,3.2061,2.5677,2.885,0.138,1.6512,3.9936,3.4377,4.6861,5.6117,2.2886,,,,,,,,,,,38,3,4,8,14,1,9,22,9,7,12,15,2,1,19,13,1,5,9,22,21,7,21,19,16,8,11,14,12,10,20,11,16,4,12,8,8,16,18,17,2,4,2,3,1,22,17,15,6,15,14,13,9,11,13,5,9,2,6,8,18,1,16,17,7,10,20,18,3,19,20,9,2,14,2,13,5,15,12,22,13,21,2,11,13,9,2,23,14,16,21,2,23,10,4,15,5,11,15,18,8,19,10,19,13,3,18,20,10,2,20,9,19,2,9,10,11,11,7,4,12,17,20,15,1,10,16,4,8,21
2019-01-03 01:00:00+10:00,,,,,33.1316,17.6205,42.2101,37.4354,41.6401,2.1155,5.7324,5.6485,3.5197,5.8723,2.9833,4.3362,4.1261,3.506,4.9972,5.3969,4.8612,0.7912,2.7277,3.8831,2.4281,1.6058,1.6284,1.3143,0.7725,1.8944,1.236,3.4731,3.3947,1.9269,4.3936,5.858,1.25,0.8466,2.939,4.2691,3.0624,5.1507,2.4663,4.1115,0.7084,2.4371,2.545,1.9299,3.3711,0.8572,5.0528,2.3286,5.4813,3.7665,3.2157,5.9543,0.1726,5.2128,4.5284,1.0254,3.7198,4.1555,2.7328,0.5717,5.2833,1.7672,5.6738,0.2715,0.2031,0.1281,3.1353,4.3428,5.2576,2.2092,0.1822,4.8084,4.3581,5.231,0.7437,4.4272,5.0745,2.8646,6.0477,1.2951,2.7825,5.7861,2.4678,5.6561,4.7109,0.707,3.4946,5.3614,3.1843,5.93,0.9638,1.9439,0.3755,2.9277,4.3031,1.0564,2.879,1.7116,1.3221,2.389,3.478,5.0753,5.4065,2.6326,3.3812,1.358,4.9264,0.7085,0.3727,1.7592,2.2241,2.8341,4.4078,4.934,2.1462,1.7142,3.3598,1.23,1.7636,2.8801,4.1562,1.058,0.7994,4.5302,1.4989,3.8634,3.9798,4.3912,5.2823,1.3115,5.7847,3.8858,4.9421,,,,,,,,,,,39,13,9,19,19,14,1,21,14,12,5,18,2,6,4,16,20,13,22,4,17,11,17,4,8,20,9,1,19,4,14,14,22,7,14,15,15,12,16,14,11,22,4,9,14,20,6,10,21,22,6,5,14,12,22,17,16,20,23,4,2,18,22,20,15,3,23,3,18,3,18,23,1,9,20,10,22,15,17,19,6,11,12,9,23,1,16,3,7,3,23,4,16,10,8,20,7,15,11,11,20,4,5,10,6,12,8,6,12,19,3,3,5,1,23,4,13,18,23,6,16,18,19,4,2,9,9,3,8,21
